pt1_X,pt1_Y,pt2_X,pt2_Y,pt3_X,pt3_Y,pt4_X,pt4_Y,pt5_X,pt5_Y
746.980000,908.740000,807.830000,905.770000,929.934182,907.171616,970.596637,910.409705,989.073419,912.419457
745.990000,907.810000,806.990000,905.190000,928.800186,905.120725,970.596637,907.519038,989.073419,909.018717
745.170000,907.050000,806.000000,904.960000,928.044188,904.805203,970.827508,905.977350,989.526100,908.262997
744.250000,906.100000,805.090000,904.780000,926.532193,904.805203,970.827508,903.086684,989.526100,906.373697
743.400000,905.350000,803.930000,904.880000,926.532193,904.805203,970.827508,902.123128,989.978781,905.617977
743.040000,904.470000,803.120000,904.660000,926.532193,904.805203,968.518806,900.581440,989.978781,904.484397
742.770000,903.470000,802.380000,904.540000,923.886201,905.278486,965.286624,899.232462,989.526100,902.972957
742.010000,902.180000,802.200000,903.890000,922.185206,907.960421,964.594013,898.461618,988.620738,900.705797
741.350000,900.980000,802.110000,903.110000,922.185206,907.960421,960.669221,895.378241,986.357335,897.305057
741.420000,899.840000,802.290000,902.360000,922.185206,907.960421,960.669221,895.378241,984.093931,895.037896
741.460000,898.660000,802.050000,902.200000,921.807207,908.906986,959.976610,895.956374,982.735888,893.904316
741.660000,897.190000,801.920000,901.980000,921.996206,910.484595,959.976610,897.305352,978.661761,892.015016
742.170000,895.980000,801.760000,901.770000,921.807207,911.588921,959.284000,897.690774,977.756400,891.259296
742.830000,895.010000,801.570000,901.610000,921.240209,912.062204,958.360519,899.617884,975.040315,891.637156
742.940000,893.840000,801.160000,900.910000,920.862210,912.693248,959.284000,902.123128,975.040315,893.148596
743.130000,893.110000,801.210000,900.120000,920.862210,912.693248,959.976610,902.508551,975.040315,893.526456
743.300000,892.170000,801.250000,899.400000,921.240209,913.797574,960.669221,903.472106,975.040315,894.282176
743.720000,891.540000,801.270000,898.990000,921.807207,914.428617,960.669221,903.472106,977.303719,895.037896
744.310000,891.020000,800.970000,898.880000,922.374205,915.059661,961.130961,904.242950,980.019804,895.037896
745.000000,890.600000,800.810000,898.700000,922.374205,915.059661,961.361831,905.399217,984.093931,894.282176
745.750000,890.590000,802.810706,895.672133,922.374205,915.059661,961.361831,905.399217,984.093931,894.282176
